run_id,frame,elapsed_seconds,round,paused,ai_enabled,ai_mode,simulation_mode_note,unfold_progress,fork_distance,left_fork_x,left_fork_y,left_fork_z,right_fork_x,right_fork_y,right_fork_z,replication_speed,unfold_speed,target_replication_speed,target_unfold_speed,chaos_level,attached_enzyme_count,active_particle_count,attachment_count,detachment_count,collision_count,transfer_count,mark_count,spill_count,enzyme0_x,enzyme0_y,enzyme0_z,enzyme0_attached,enzyme1_x,enzyme1_y,enzyme1_z,enzyme1_attached,completion_hold,ai_stagnation_seconds
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,878,16.138,1,0,1,chaotic,chaotic,1.00000,8.74669,-8.74669,0.00000,0.00000,8.74669,0.00000,0.00000,0.97843,0.18851,0.65522,0.20316,1.00000,10,54,13,3,172,99,0,170,8.71278,-0.06059,0.35561,1,-8.61227,0.43101,-0.01740,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,891,16.391,1,0,1,chaotic,chaotic,1.00000,8.93567,-8.93567,0.00000,0.00000,8.93567,0.00000,0.00000,0.78621,0.18755,0.50668,0.17267,1.00000,10,49,13,3,190,107,0,175,9.03435,-0.53355,-0.01865,1,-8.87952,-0.01950,0.44113,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,904,16.643,1,0,1,chaotic,chaotic,1.00000,9.09012,-9.09012,0.00000,0.00000,9.09012,0.00000,0.00000,0.66650,0.17060,0.55645,0.13502,1.00000,10,51,13,3,198,113,0,185,9.04589,-0.22972,-0.35975,1,-9.20612,-0.39259,0.29543,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,918,16.899,1,0,1,chaotic,chaotic,1.00000,9.24351,-9.24351,0.00000,0.00000,9.24351,0.00000,0.00000,0.67258,0.14625,0.78622,0.11159,1.00000,9,53,13,4,215,124,0,200,9.15484,0.45855,-0.16837,1,-9.24401,-0.19260,-0.30547,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,932,17.167,1,0,1,chaotic,chaotic,1.00000,9.41591,-9.41591,0.00000,0.00000,9.41591,0.00000,0.00000,0.81432,0.13030,1.10514,0.11814,1.00000,9,48,13,4,232,132,0,205,9.50633,0.37816,0.29178,1,-9.30429,0.27925,-0.41280,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,945,17.425,1,0,1,chaotic,chaotic,1.00000,9.61525,-9.61525,0.00000,0.00000,9.61525,0.00000,0.00000,1.01326,0.13284,1.33994,0.15042,1.00000,10,58,14,4,268,138,0,224,9.64255,-0.30508,0.30088,1,-9.65881,0.32580,0.11763,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,958,17.683,1,0,1,chaotic,chaotic,1.00000,9.85582,-9.85582,0.00000,0.00000,9.85582,0.00000,0.00000,1.18211,0.15096,1.39327,0.18848,1.00000,10,55,14,4,291,144,0,229,9.70380,-0.50259,-0.11997,1,-9.89762,-0.05851,0.48339,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,972,17.944,1,0,1,chaotic,chaotic,1.00000,10.14240,-10.14240,0.00000,0.00000,10.14240,0.00000,0.00000,1.24558,0.17577,1.23767,0.20939,1.00000,10,66,14,4,309,149,0,246,10.10271,0.12806,-0.35637,1,-9.98486,-0.36946,0.08587,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,986,18.196,1,0,1,chaotic,chaotic,1.00000,10.42544,-10.42544,0.00000,0.00000,10.42544,0.00000,0.00000,1.16446,0.19034,0.95539,0.20051,1.00000,10,61,14,4,316,158,0,251,10.48979,0.51583,0.01765,1,-10.34447,-0.09004,-0.45124,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,1001,18.462,1,0,1,chaotic,chaotic,1.00000,10.69200,-10.69200,0.00000,0.00000,10.69200,0.00000,0.00000,0.96962,0.18595,0.65833,0.16605,1.00000,9,70,14,5,328,166,0,271,10.12186,-0.00560,-0.02151,0,-10.77918,0.36017,-0.18053,1,0.00000,0.00000
